query_id,species_key,recordist,top1_match,max_similarity_score,AP@10,Recall@10,Precision@10
34503,Orthotomus_ruficeps,Tjalle Boorsma,0,0.4135792553424835,0.03888888888888888,0.14285714285714285,0.2
20097,Orthotomus_ruficeps,Sander Pieterse &amp; Ben Wielstra,0,0.4007290005683899,0.0,0.0,0.0
389508,Pnoepyga_pusilla,Oscar Campbell,0,0.4467356503009796,0.0,0.0,0.0
42265,Pnoepyga_pusilla,George Wagner,0,0.503025233745575,0.0,0.0,0.0
940265,Pnoepyga_pusilla,Ding Li Yong,0,0.39439859986305237,0.0,0.0,0.0
39474,Pnoepyga_pusilla,Brian Cox,0,0.5048763155937195,0.0,0.0,0.0
389504,Pnoepyga_pusilla,Oscar Campbell,0,0.4189313054084778,0.12083333333333332,0.12,0.3
90936,Pnoepyga_pusilla,Fabian Ducry &amp; David Marques,0,0.40709251165390015,0.08273809523809524,0.12,0.3
90919,Pnoepyga_pusilla,Fabian Ducry &amp; David Marques,0,0.3840407133102417,0.0125,0.04,0.1
56932,Polyplectron_chalcurum,Fabian Ducry &amp; David Marques,0,0.39058786630630493,0.0,0.0,0.0
70193,Polyplectron_chalcurum,David Gibbs,0,0.408229798078537,0.02,0.07142857142857142,0.1
90808,Polyplectron_chalcurum,Fabian Ducry &amp; David Marques,0,0.434023916721344,0.0,0.0,0.0
33419,Spilornis_cheela,Tjalle Boorsma,0,0.4729262590408325,0.0,0.0,0.0
570921,Spilornis_cheela,Muhammad Iqbal,0,0.37257757782936096,0.0,0.0,0.0
965048,Spilornis_cheela,Daan Drukker,0,0.5977022051811218,0.0,0.0,0.0
618811,Spilornis_cheela,Teus Luijendijk,1,0.34401533007621765,0.1,0.04,0.1
482239,Spilornis_cheela,Frank Rheindt,0,0.4398978352546692,0.016666666666666666,0.04,0.1
33420,Spilornis_cheela,Tjalle Boorsma,0,0.34518614411354065,0.0,0.0,0.0
